"Item_Number","Set_Name","Year","Theme","Ages","Pieces","Unique_Pieces","Price","Amazon_Price","Pages","Minifigures","Packaging","Weight","Size","Availability"
40287,"Sleigh",2018,NA,"NA",64,36,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40288,"BB-8",2018,NA,"6-12",48,17,4.99,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40298,"DJ",2018,"Star Wars","6+",22,15,4.99,NA,3,1,"Polybag",NA,"Small",NA
40299,"Kessel Mine Worker",2018,NA,"6+",22,16,NA,NA,3,1,"Polybag",NA,NA,NA
40300,"Han Solo Mudtrooper",2018,NA,"6+",22,15,NA,NA,3,1,"Polybag",NA,NA,NA
40301,"Bat Shooter",2018,NA,"6+",40,17,NA,NA,3,0,"Polybag",NA,NA,NA
40302,"Become my City Hero",2018,NA,"NA",85,46,NA,NA,3,1,"Polybag",NA,NA,"Retail - limited"
40311,"Traffic Lights",2018,"Xtra","6+",46,17,3.99,NA,3,0,"Polybag",30,"Small","LEGO exclusive"
40312,"Streetlamps",2018,"Xtra","6+",34,24,3.99,NA,3,0,"Polybag",30,"Small","LEGO exclusive"
40321,"Jet Fighter",2019,NA,"NA",23,16,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40322,"Caterpillar",2019,NA,"NA",48,8,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40323,"Viking Ship",2019,NA,"NA",54,20,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40324,"Ladybird",2019,NA,"NA",27,13,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40325,"Crane",2019,NA,"6+",64,21,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40326,"Frog",2019,NA,"NA",39,23,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40327,"Ice Cream Truck",2019,NA,"NA",NA,19,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40328,"Racing Car",2019,NA,"6+",50,30,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40329,"Eagle",2019,NA,"NA",56,33,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40330,"UFO",2019,NA,"NA",36,19,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40331,"Wolf",2019,NA,"NA",47,13,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40332,"Penguin",2019,NA,"NA",47,24,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40342,"Ninjago Minifigure Pack",2019,"NINJAGO","6+",59,33,12.99,NA,3,4,"Blister pack",NA,"Small","LEGO exclusive"
40343,"Spider-Man and the Museum Break-In",2019,"Marvel","8+",49,33,14.99,NA,3,3,"Blister pack",NA,"Small","LEGO exclusive"
40344,"Summer Celebration Minifigure Pack",2019,"Minifigures","6+",45,35,12.99,NA,3,4,"Blister pack",70,"Small","LEGO exclusive"
40368,"Xmas Accessories",2019,NA,"6+",32,23,NA,NA,3,1,"Polybag",30,NA,"LEGO exclusive"
40372,"Police MF Accessory Set",2020,"Minifigures","6+",42,33,12.99,NA,3,4,"Blister pack",80,"Small","LEGO exclusive"
40373,"Fairground Accessory Set",2020,"Minifigures","6+",51,35,12.99,NA,3,4,"Blister pack",80,"Small","LEGO exclusive"
40375,"Sports Accessories",2020,"Xtra","6+",36,20,3.99,NA,3,0,"Polybag",20,"Small","LEGO exclusive"
40376,"Botanical Accessories",2020,"Xtra","6+",32,17,3.99,NA,3,0,"Polybag",20,"Small","LEGO exclusive"
40395,"Chinese Dragon",2020,NA,"6+",67,23,2.99,NA,3,0,"Polybag",NA,NA,"Not sold"
40396,"Valentine Panda",2020,NA,"NA",53,23,NA,NA,3,0,"Polybag",NA,NA,NA
40397,"Koi Fish",2020,NA,"NA",33,24,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40398,"Easter Bunny",2020,NA,"NA",43,24,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40399,"Flowers and Watering Can",2020,NA,"6+",47,25,NA,NA,3,0,"Polybag",NA,NA,"Not sold"
40418,"Falcon & Black Widow Team-Up",2020,"Marvel","8+",60,34,14.99,NA,3,3,"Blister pack",NA,"Small","LEGO exclusive"
75522,"Mini Boost Droid Commander",2019,NA,"NA",62,35,NA,NA,3,3,"Polybag",NA,NA,NA
70685,"Spinjitzu Burst - Cole",2020,"NINJAGO","7+",48,31,9.99,NA,3,1,"Box",NA,"Small","Retail"
70686,"Spinjitzu Burst - Kai",2020,NA,"7+",48,31,9.99,NA,3,1,"Box",NA,NA,"Retail"
70687,"Spinjitzu Burst Lloyd",2020,"NINJAGO","7+",48,30,9.99,NA,3,1,"Box",NA,"Small","Retail"
30380,"Kylo Ren's Shuttle",2018,NA,"6 - 12",33,15,NA,NA,4,0,"Polybag",30,NA,NA
30499,"Robot/Vehicle free builds",2018,NA,"6+",56,30,NA,NA,4,0,"Polybag",NA,NA,"LEGO exclusive"
40345,"Mars Exploration Minifigure Pack",2019,NA,"6+",44,36,NA,NA,4,4,"Blister pack",70,NA,"LEGO exclusive"
40434,"Reindeer",2019,NA,"6-12",77,26,3.49,NA,4,0,"Polybag",40,NA,"LEGO exclusive"
40187,"Flower Display",2018,NA,"7+",100,27,5.99,NA,5,0,"Box",NA,NA,"LEGO exclusive"
40374,"Golden Zane Accessory Set ",2020,"NINJAGO","6+",73,31,12.99,NA,5,4,"Blister pack",NA,"Small","Retail"
41406,"Stephanie's Play Cube - Beauty Salon",2020,"Friends","6+",44,35,9.99,NA,5,1,"Box",NA,"Small","Retail"
41434,"Andrea's Jungle Play Cube",2020,"Friends","6+",47,43,9.99,NA,5,1,"Plastic canister",NA,"Small","Retail"
41435,"Stephanie's Jungle Play Cube",2020,"Friends","6+",41,38,9.99,NA,5,1,"Plastic canister",NA,"Small","Retail"
41436,"Olivia's Jungle Play Cube",2020,"Friends","6+",51,42,9.99,NA,5,0,"Plastic canister",NA,"Small","Retail"
41437,"Mia's Jungle Play Cube",2020,"Friends","6+",43,36,9.99,NA,5,0,"Plastic canister",NA,"Small","Retail"
41438,"Emma's Jungle Play Cube",2020,NA,"6+",50,40,NA,NA,5,0,"Plastic canister",NA,NA,"Retail"
30624,"Obi-Wan Kenobi - Collectable Minifigure",2019,"Star Wars","6+",12,10,3.99,NA,6,1,"Polybag",NA,"Small",NA
30325,"My First Dinosaur",2018,"DUPLO","1½-3",7,6,3.49,NA,7,0,"Polybag",NA,"Large",NA
10865,"Fun Creations",2018,"DUPLO","1½-5",70,52,NA,NA,9,0,"Box with handle",NA,"Large",NA
40419,"Hogwarts Students Accessory Set",2020,"Harry Potter","6+",53,33,14.99,NA,9,4,"Blister pack",NA,"Small","LEGO exclusive"
10884,"My First Balancing Animals",2019,"DUPLO","1½+",15,14,14.99,NA,9,0,"Box",NA,"Large","Retail"
10930,"Bulldozer",2020,"DUPLO","2+",10,10,9.99,NA,12,1,"Box",NA,"Large","Retail"
10887,"Creative Fun",2019,"DUPLO","1½+",120,70,39.99,NA,13,1,"Box",NA,"Large","Retail"
41775,"Rainbow Unikitty",2018,"Minifigures","5-12",15,NA,NA,NA,15,1,"Foil pack",NA,"Small","Retail"
10931,"Truck & Tracked Excavator",2020,"DUPLO","2+",20,19,19.99,NA,16,2,"Box",NA,"Large","Retail"
71025,"Video Game Champ",2019,"Minifigures","5+",8,NA,NA,NA,17,1,"Foil pack",NA,"Small","Retail"
71026,"Mister Miracle",2020,"DC","5+",9,NA,4.99,NA,19,1,"Foil pack",NA,"Small","Retail"
71027,"Piñata Boy",2020,"Minifigures","5+",8,NA,4.99,NA,19,1,"Foil pack",NA,"Small","Retail"
10919,"Batcave",2020,"Batman","2+",33,25,29.99,NA,20,3,"Box",NA,"Small","Retail"
10922,"Ariel's Undersea Castle",2020,"Disney","2+",35,27,29.99,NA,20,1,"Box",NA,"Small","Retail"
10934,"Creative Animals",2020,"DUPLO","1½+",175,89,59.99,NA,20,0,"Box",NA,"Large","Retail"
71021,"Elephant Girl",2018,"Minifigures","5+",7,NA,NA,NA,20,1,"Foil pack",NA,"Small","Retail"
71024,"Vintage Mickey",2019,"Disney","5+",7,NA,NA,NA,20,1,"Foil pack",NA,"Small","Retail"
71028,"Harry Potter",2020,"Harry Potter","5+",8,NA,4.99,NA,20,1,"Foil pack",NA,"Small","Retail"
71020,"Friends are Family Harley Quinn",2018,"Minifigures","5+",8,NA,NA,NA,22,1,"Foil pack",NA,"Small","Retail"
71023,"Awesome Remix Emmet",2019,"THE LEGO MOVIE 2","5+",7,NA,NA,NA,23,1,"Foil pack",NA,"Small","Retail"
40360,"Name Sign",2019,NA,"NA",91,30,NA,NA,24,0,"Box",NA,NA,"LEGO exclusive"
40388,"Mini-Doll Dress-Up Kit",2018,"Disney","6+",80,48,NA,NA,24,0,"Box",NA,"Small","LEGO exclusive"
71022,"Harry Potter",2018,"Harry Potter","5+",8,NA,NA,NA,24,1,"Foil pack",NA,"Small","Retail"
30542,"Cute Pug",2018,"Creator 3-in-1","6-12",68,32,3.99,NA,28,0,"Polybag",NA,"Small","Retail - limited"
40314,"Dr. Fox Magnifying Machine ",2018,"Unikitty!","6+",76,39,NA,NA,28,0,"Box",NA,"Small","LEGO exclusive"
10932,"Wrecking Ball Demolition",2020,"DUPLO","2+",56,41,59.99,NA,32,3,"Box",NA,"Large","Retail"
40273,"Thanksgiving Turkey",2018,"BrickHeadz","10+",114,48,9.99,NA,32,0,"Box",140,"Small","LEGO exclusive"
40307,"Castle Interior Kit",2018,NA,"6+",115,62,NA,NA,32,0,"Box",NA,NA,NA
40382,"Birthday Set",2020,NA,"7+",141,43,12.99,NA,32,1,"Box",180,NA,"LEGO exclusive"
41634,"Emmet",2019,NA,"10+",113,43,NA,NA,32,0,"Box",NA,NA,"Retail - limited"
41636,"Benny",2019,NA,"10+",103,46,NA,NA,32,0,"Box",NA,NA,"Retail - limited"
10924,"Lightning McQueen's Race Day",2020,"Disney","2+",42,32,29.99,NA,36,0,"Box",NA,"Small","Retail"
40186,"Year of the Pig",2019,NA,"7+",153,48,9.99,NA,36,0,"Box",170,NA,"LEGO exclusive"
40235,"Year of the Dog",2018,NA,"7+",156,61,9.99,NA,36,0,"Box",170,NA,"LEGO exclusive"
40271,"Easter Bunny",2018,"BrickHeadz","10+",126,56,NA,NA,36,0,"Box",NA,"Small","LEGO exclusive"
40371,"Easter Egg",2020,NA,"8+",239,56,12.99,NA,36,0,"Box",NA,NA,"LEGO exclusive"
40377,"Donald Duck",2020,"Disney","10+",90,42,9.99,NA,36,0,"Box",NA,"Small","Retail - limited"
41635,"Wyldstyle",2019,NA,"10+",134,48,NA,NA,36,0,"Box",NA,NA,"Retail - limited"
10748,"Emma's Pet Party",2018,"Friends","4-7",67,50,9.99,NA,36,1,"Box",NA,"Small","Retail"
40197,"Wedding Favour Set 2018",2018,NA,"7+",132,61,9.99,NA,40,2,"Box",NA,NA,"LEGO exclusive"
40270,"Valentine's Bee",2018,"BrickHeadz","10+",140,59,NA,NA,40,0,"Box",NA,"Small","LEGO exclusive"
41637,"Sweet Mayhem",2019,NA,"10+",137,60,NA,NA,40,0,"Box",NA,NA,"Retail - limited"
41599,"Wonder Woman",2018,"BrickHeadz","10+",143,54,9.99,NA,40,0,"Box",NA,"Small","Retail"
40350,"Easter Chick",2019,"BrickHeadz","10+",120,50,9.99,NA,44,0,"Box",140,"Small","LEGO exclusive"
40351,"Halloween Ghost",2019,NA,"10+",136,54,NA,NA,44,0,"Box",160,NA,"LEGO exclusive"
40361,"Olaf's Traveling Sleigh",2019,"Disney","6+",97,52,12.99,NA,44,1,"Box",NA,"Small","LEGO exclusive"
40379,"Valentine's Bear",2020,"BrickHeadz","10+",150,65,9.99,NA,44,0,"Box",150,"Small","Retail - limited"
40409,"Hot Rod",2020,NA,"8+",142,66,12.99,NA,44,2,"Box",150,NA,"Not sold"
40436,"Lucky Cat",2020,"BrickHeadz","10+",134,71,9.99,NA,44,0,"Box",140,"Small","Retail - limited"
41624,"Mickey Mouse",2018,"BrickHeadz","10+",109,51,NA,NA,45,0,"Box",NA,"Small","Retail"
41625,"Minnie Mouse",2018,"BrickHeadz","10+",129,59,NA,NA,45,0,"Box",NA,"Small","Retail"
40272,"Halloween Witch",2018,NA,"10+",151,61,NA,NA,48,0,"Box",160,NA,"LEGO exclusive"
40293,"Christmas Carousel",2018,NA,"7+",251,73,14.99,NA,48,0,"Box",NA,NA,"Promotional"
40336,"Newbury Juice Bar",2019,NA,"10+",127,60,12.99,NA,48,2,"Box",160,NA,"Promotional"
40347,"LEGOLAND Driving School",2019,NA,"7+",209,90,NA,NA,48,0,"Box",220,NA,"LEGOLAND exclusive"
40348,"Birthday Clown",2019,"BrickHeadz","10+",150,77,9.99,NA,48,0,"Box",160,"Small","LEGO exclusive"
40349,"Valentine's Puppy",2019,"BrickHeadz","10+",147,60,9.99,NA,48,0,"Box",160,"Small","LEGO exclusive"
40354,"Dragon Dance Guy",2019,"BrickHeadz","10+",170,72,9.99,NA,48,0,"Box",160,"Small","LEGO exclusive"
40358,"Bean There, Donut That",2018,NA,"7+",146,86,NA,NA,48,4,"Box",NA,NA,"Retail - limited"
40359,"LEGO Store Picture Frame",2019,NA,"7+",170,63,14.99,NA,48,0,"Box",310,NA,"LEGO exclusive"
40367,"Lady Liberty",2019,"BrickHeadz","10+",153,43,9.99,NA,48,0,"Box",NA,"Small",NA
40380,"Easter Sheep",2020,"BrickHeadz","10+",192,57,9.99,NA,48,0,"Box",160,"Small","Retail - limited"
40383,"Wedding Bride",2020,"BrickHeadz","10+",306,101,12.99,NA,48,0,"Box",NA,"Small","Retail - limited"
40384,"Wedding Groom",2020,"BrickHeadz","10+",255,107,12.99,NA,48,0,"Box",NA,"Small","Retail - limited"
40389,"Photo Frame",2018,NA,"6+",171,75,NA,NA,48,0,"Box",NA,NA,"LEGOLAND exclusive"
75512,"Millennium Falcon Cockpit",2018,NA,"NA",203,74,NA,NA,48,2,"Box",NA,NA,"Promotional"
40188,"Pencil Pot",2018,NA,"7+",187,79,NA,NA,49,1,"Box",280,NA,"Retail - limited"
10402,"Fun Future",2018,"Classic","5-99",186,95,9.99,NA,49,1,"Box",NA,"Small","Retail"
40335,"Space Rocket Ride",2019,NA,"8+",154,76,12.99,NA,52,1,"Box",180,NA,"LEGO exclusive"
40370,"LEGO® Trains 40th Anniversary Set",2020,NA,"9+",188,73,19.99,NA,52,1,"Box",330,NA,"LEGO exclusive"
40385,"LEGO Trophy",2020,NA,"8+",200,60,12.99,NA,52,0,"Box",230,NA,"LEGO exclusive"
40408,"Drag Racer",2020,NA,"7+",134,61,12.99,NA,52,2,"Box",NA,NA,"LEGO exclusive"
10933,"Tower Crane & Construction",2020,"DUPLO","2+",123,72,129.99,NA,56,5,"Box",NA,"Large","Retail"
40291,"Creative Personalities",2018,NA,"8+",307,91,19.99,NA,56,2,"Box",400,NA,"Promotional"
40334,"Avengers Tower",2019,NA,"10+",211,74,19.99,NA,56,1,"Box",NA,NA,"LEGO exclusive"
40352,"Thanksgiving Scarecrow",2019,NA,"10+",177,69,NA,NA,56,0,"Box",170,NA,"Retail - limited"
40355,"Year of the Rat",2020,NA,"7+",162,58,9.99,NA,56,0,"Box",160,NA,"LEGO exclusive"
41629,"Boba Fett",2018,"Star Wars","10+",161,75,NA,NA,56,0,"Box",NA,"Small","Retail"
70833,"Lucy's Builder Box!",2019,"THE LEGO MOVIE 2","5+",141,71,29.99,NA,56,2,"Plastic box",NA,"Small","Retail"
75996,"Aquaman and Storm",2018,NA,"NA",197,85,NA,NA,56,1,"Box",NA,NA,"Promotional"
75997,"Ant-Man and the Wasp",2018,NA,"NA",218,76,NA,NA,56,1,"Box",NA,NA,NA
70832,"Emmet's Builder Box!",2019,"THE LEGO MOVIE 2","5+",125,76,29.99,NA,56,1,"Plastic box",NA,"Small","Retail"
40199,"Billund Airport ",2018,NA,"NA",286,68,NA,NA,60,0,"Box",NA,NA,"Retail - limited"
40306,"LEGOLAND Castle",2018,NA,"8+",220,62,NA,NA,60,1,"Box",NA,NA,"LEGOLAND exclusive"
41612,"Steve & Creeper",2018,"BrickHeadz","10+",160,64,NA,NA,61,0,"Box",NA,"Small",NA
41613,"Mr. Incredible & Frozone",2018,"BrickHeadz","10+",160,59,NA,NA,61,0,"Box",NA,"Small","Retail"
40198,"LEGO Ludo Game",2018,NA,"7+",389,114,NA,NA,64,8,"Box",750,NA,"LEGO exclusive"
41626,"Groot & Rocket",2018,"BrickHeadz","10+",189,79,NA,NA,64,0,"Box",NA,"Small","Retail"
41627,"Luke Skywalker & Yoda",2018,"Star Wars","10+",215,81,NA,NA,64,0,"Box",NA,"Small","Retail"
41632,"Homer Simpson & Krusty the Clown",2018,"BrickHeadz","10+",215,89,NA,NA,64,0,"Box",NA,"Small","Retail"
76109,"Quantum Realm Explorers",2018,"Marvel","7-12",200,100,19.99,NA,64,3,"Box",NA,"Small","Retail"
41631,"Newt Scamander & Gellert Grindelwald",2018,"BrickHeadz","10+",247,75,NA,NA,68,0,"Box",NA,"Small","Retail"
43183,"Moana's Island Home",2020,"Disney","6+",202,121,29.99,NA,68,1,"Box",NA,"Small","Retail"
60230,"People Pack - Space Research and Development",2019,"City","5+",209,146,39.99,NA,68,15,"Box",150,"Small","Retail"
71718,"Wu's Battle Dragon",2020,"NINJAGO","7+",321,109,19.99,NA,68,2,"Box",NA,"Small","Retail"
76167,"Iron Man Armory",2020,"Marvel","7+",258,110,29.99,NA,68,3,"Box",NA,"Small","Retail"
10717,"Bricks Bricks Bricks",2018,"Classic","4-99",1500,327,59.99,NA,69,0,"Box",NA,"Small","Retail - limited"
41611,"Marty McFly & Doc Brown",2018,"BrickHeadz","10+",240,73,19.99,NA,69,0,"Box",NA,"Small",NA
40289,"Diagon Alley",2018,"Harry Potter","10+",374,116,19.99,NA,72,1,"Box",NA,"Small","Promotional"
40393,"LEGOLAND Fire Academy",2020,NA,"7+",221,90,NA,NA,72,0,"Box",NA,NA,NA
41630,"Jack Skellington & Sally",2018,"BrickHeadz","10+",193,65,NA,NA,72,0,"Box",NA,"Small",NA
76095,"Black Manta Strike ",2018,"DC","7-12",235,105,NA,NA,72,3,"Box",NA,"Small",NA
77902,"Captain Marvel and the Asis",2019,NA,"NA",271,116,NA,NA,72,2,"Box",NA,NA,"Promotional"
81000,"Koi",2019,NA,"NA",293,NA,NA,NA,72,0,"Box",NA,NA,NA
75931,"Dilophosaurus Outpost Attack",2018,"Jurassic World","7-12",289,124,39.99,NA,72,3,"Box",NA,"Small","Retail - limited"
41621,"Ron Weasley & Albus Dumbledore",2018,"BrickHeadz","10+",245,82,19.99,NA,73,0,"Box",NA,"Small","Retail - limited"
40333,"Battle of Hoth - 20th Anniversary Edition",2019,"Star Wars","6-12",195,77,14.99,NA,76,0,"Box",NA,"Small","Retail - limited"
40378,"Goofy & Pluto",2020,"Disney","10+",214,94,14.99,NA,76,0,"Box",NA,"Small","Retail - limited"
43182,"Mulan's Training Grounds",2020,"Disney","6+",157,94,29.99,NA,76,1,"Box",NA,"Small","Retail"
75227,"Darth Vader Bust",2019,NA,"14+",327,95,NA,NA,76,0,"Box",NA,NA,"Retail - limited"
41373,"Funny Octopus Ride",2019,"Friends","7+",324,145,39.99,NA,76,2,"Box",NA,"Small","Retail"
75232,"Kylo Ren & Sith Trooper",2019,"Star Wars","10+",240,72,19.99,NA,76,0,"Box",NA,"Small","Retail"
41614,"Owen & Blue",2018,"BrickHeadz","10+",234,82,19.99,NA,77,0,"Box",NA,"Small",NA
40338,"Christmas Tree",2019,NA,"8+",392,80,19.99,NA,80,0,"Box",390,NA,"LEGO exclusive"
76162,"Black Widow's Helicopter Chase",2020,"Marvel","7+",271,125,29.99,NA,80,3,"Box",NA,"Small","Retail - limited"
76163,"Venom Crawler",2020,"Marvel","8+",413,132,29.99,NA,80,3,NA,NA,"Small",NA
77901,"Sith Trooper Bust",2019,NA,"9+",484,96,NA,NA,80,0,"Box",NA,NA,"Promotional"
80102,"Dragon Dance",2019,NA,"9+",622,109,NA,NA,80,5,"Box",NA,NA,"Retail - limited"
75283,"Armored Assault Tank (AAT)",2020,"Star Wars","7+",286,121,39.99,NA,80,3,"Box",NA,"Small","Retail"
76127,"Captain Marvel and The Skrull Attack",2019,"Marvel","7+",307,126,29.99,NA,80,3,"Box",NA,"Small","Retail"
40274,"Mr. & Mrs. Claus",2018,"BrickHeadz","10+",341,109,19.99,NA,84,0,"Box",300,"Small","LEGO exclusive"
40292,"Christmas Gift Box",2018,NA,"7+",301,98,19.99,NA,84,2,"Box",310,NA,"LEGO exclusive"
40305,"LEGO Brand Store",2018,NA,"8+",362,128,24.99,NA,84,2,"Box",510,NA,"LEGO exclusive"
40407,"Death Star II Battle",2020,"Star Wars","8+",235,72,14.99,NA,84,0,"Box",NA,"Small","LEGO exclusive"
40433,"1989 Batmobile",2019,NA,"7+",366,122,29.99,NA,84,0,"Box",NA,NA,NA
60273,"Elite Police Driller Chase",2020,NA,"5+",179,87,NA,NA,84,2,"Box",370,NA,"Retail"
75280,"501st Legion Clone Troopers",2020,"Star Wars","7+",285,125,29.99,NA,84,3,"Box",NA,"Small",NA
77903,"The Dark Knight of Gotham City",2019,NA,"NA",427,107,NA,NA,84,1,"Box",NA,NA,NA
75203,"Hoth Medical Chamber",2018,"Star Wars","7-12",255,120,29.99,NA,84,4,"Box",NA,"Small","Retail"
75204,"Sandspeeder",2018,"Star Wars","7-12",278,110,29.99,NA,84,2,"Box",NA,"Small","Retail - limited"
41628,"Princess Leia Organa",2018,"Star Wars","10+",124,48,NA,NA,88,0,"Box",NA,"Small","Retail"
70834,"MetalBeard's Heavy Metal Motor Trike!",2019,"THE LEGO MOVIE 2","7+",461,188,NA,NA,88,2,"Box",NA,"Small","Retail"
11003,"Bricks and Eyes ",2019,"Classic","4+",451,171,29.99,NA,88,0,NA,NA,"Small",NA
40290,"60 Years of the LEGO Brick",2018,NA,"8+",421,145,24.99,NA,92,0,"Box",NA,NA,"LEGO exclusive"
60272,"Elite Police Boat Transport",2020,NA,"5+",166,107,NA,NA,92,0,"Box",380,NA,"Retail"
41398,"Stephanie's House",2020,"Friends","4+",170,116,39.99,NA,92,3,"Box",NA,"Small","Retail"
70842,"Emmet's Triple-Decker Couch Mech",2019,"THE LEGO MOVIE 2","8+",312,98,29.99,NA,92,3,"Box",NA,"Small","Retail"
71717,"Journey to the Skull Dungeons",2020,"NINJAGO","7+",401,164,29.99,NA,92,4,"Box",NA,"Small","Retail"
75294,"Bespin Duel",2020,"Star Wars","18+",295,121,39.99,NA,96,0,"Box",NA,"Small","Retail - limited"
80006,"White Dragon Horse Bike",2020,"Monkie Kid","6+",259,134,34.99,NA,96,3,NA,NA,"Small",NA
40353,"Reindeer, Elf and Elfie",2019,"BrickHeadz","10+",281,116,19.99,NA,97,0,"Box",280,"Small","LEGO exclusive"
41343,"Heartlake City Airplane Tour",2018,"Friends","6-12",323,176,NA,NA,100,1,"Box",NA,"Small","Retail"
60274,"Elite Police Lighthouse Capture",2020,NA,"5+",189,108,NA,NA,100,2,"Box",380,NA,"Retail"
71703,"Storm Fighter Battle",2020,"NINJAGO","4+",165,96,29.99,NA,100,3,"Box",NA,"Small","Retail"
11011,"Bricks and Animals",2020,"Classic","4+",1500,339,59.99,NA,101,0,"Box",NA,"Small","Retail"
21055,"Burj Khalifa",2019,NA,"NA",333,NA,NA,NA,108,0,"Box",NA,NA,"Retail - limited"
41350,"Spinning Brushes Car Wash",2018,"Friends","7-12",325,174,29.99,NA,108,2,"Box",NA,"Small","Retail"
60260,"Air Race",2020,"City","5+",140,84,39.99,NA,108,3,"Box",NA,"Small","Retail"
11009,"Bricks and Lights",2020,"Classic","5+",441,173,29.99,NA,109,0,"Box",NA,"Small","Retail"
40411,"Creative Fun 12-in-1",2020,NA,"7+",240,113,19.99,NA,112,0,"Box",330,NA,"Not sold"
75956,"Quidditch Match",2018,"Harry Potter","7-14",500,205,39.99,NA,112,6,"Box",NA,"Small","Retail"
80103,"Dragon Boat Race",2019,NA,"8+",643,221,NA,NA,116,15,"Box",NA,NA,"Retail - limited"
41456,"Unikingdom Fairground Fun",2018,"Unikitty!","7-12",515,254,NA,NA,124,6,"Box",NA,"Small","Retail"
80007,"Iron Bull Tank",2020,"Monkie Kid","7+",430,160,49.99,NA,124,3,NA,NA,"Small",NA
80104,"Lion Dance",2020,NA,"8+",882,174,79.99,NA,124,8,"Box",NA,NA,"Retail"
80101,"Chinese New Year's Eve Dinner",2019,NA,"8+",615,167,NA,NA,128,6,"Box",NA,NA,"Retail - limited"
41256,"Rainbow Caterbus",2020,"Trolls World Tour","6+",395,170,39.99,NA,132,5,"Box",NA,"Small","Retail"
71704,"Kai Fighter",2020,"NINJAGO","8+",513,174,39.99,NA,132,0,"Box",NA,"Small","Retail"
75932,"Jurassic Park Velociraptor Chase ",2018,"Jurassic World","6-12",360,195,39.99,NA,132,4,"Box",NA,"Small","Retail - limited"
10263,"Winter Village Fire Station",2018,"Creator Expert","12+",1166,323,99.99,NA,136,8,"Box",1370,"Small","Retail - limited"
71720,"Fire Stone Mech",2020,"NINJAGO","9+",968,260,69.99,NA,136,5,"Box",NA,"Small","Retail"
40337,"Mini Gingerbread House",2019,NA,"10+",499,94,19.99,NA,140,0,"Box",320,NA,"LEGO exclusive"
75291,"Death Star Final Duel",2020,"Star Wars","9+",775,241,99.99,NA,140,4,"Box",NA,"Small","Retail"
75293,"Resistance I-TS Transport",2020,"Star Wars","9+",932,215,99.99,NA,140,0,"Box",NA,"Small","Retail"
11717,"Bricks Bricks Plates",2020,"Classic","4-99",1504,332,69.99,NA,144,0,"Box",NA,"Small","Retail"
75188,"Resistance Bomber (Finch Dallow version)",2018,"Star Wars","9-14",780,252,NA,NA,144,5,"Box",1420,"Small","Retail"
75274,"TIE Fighter Pilot",2020,"Star Wars","18+",724,155,59.99,NA,148,0,"Box",NA,"Small",NA
75979,"Hedwig",2020,"Harry Potter","10+",630,166,39.99,NA,148,1,"Box",NA,"Small","Retail"
31078,"Tree House Treasures ",2018,"Creator 3-in-1","7-12",260,119,29.99,NA,152,2,"Box",NA,"Small",NA
60175,"Mountain River Heist",2018,"City","5-12",387,210,NA,NA,156,4,"Box",NA,"Small","Retail"
80008,"Monkie Kid's Cloud Jet",2020,"Monkie Kid","8+",390,199,59.99,NA,168,4,NA,NA,"Small",NA
71719,"Zane's Mino Creature",2020,"NINJAGO","8+",616,202,49.99,NA,172,4,"Box",NA,"Small","Retail"
10262,"James Bond Aston Martin DB5",2018,"Creator Expert","16+",1295,310,149.99,NA,173,0,"Box",NA,"Small","LEGO exclusive"
75980,"Attack on The Burrow",2020,"Harry Potter","9+",1047,383,99.99,NA,180,8,"Box",NA,"Small","Retail"
40366,"LEGO House Dinosaurs",2019,NA,"10+",864,230,NA,NA,188,0,"Box",NA,NA,"LEGO exclusive"
60270,"Police Brick Box",2020,"City","5+",301,162,39.99,NA,188,4,"Tub",1000,"Small","Retail"
31098,"Outback Cabin",2019,"Creator 3-in-1","7+",305,141,29.99,NA,196,2,"Box",540,"Small","Retail"
80010,"Demon Bull King",2020,"Monkie Kid","9+",585,264,89.99,NA,200,3,NA,NA,"Small",NA
71721,"Skull Sorcerer's Dragon",2020,"NINJAGO","9+",1016,303,79.99,NA,200,6,"Box",NA,"Small","Retail"
41258,"Vibe City Concert",2020,"Trolls World Tour","6+",494,216,59.99,NA,204,0,"Box",NA,"Small","Retail"
41432,"Alpaca Mountain Jungle Rescue",2020,"Friends","7+",512,270,59.99,NA,208,2,"Box",NA,"Small","Retail"
80009,"Pigsy's Food Truck",2020,"Monkie Kid","8+",455,299,69.99,NA,212,4,NA,NA,"Small",NA
